3,2,17,15,4.25,4,1
0,3,20,14,4.5,3,1
4,2,18,15,4.5,2,1
1,3,17,14,12,5,1
1,2,16,15,12,3,0
0,3,19,14,12,3,0
2,2,21,13,12,3,1
3,1,14,16,12,4,1
2,2,17,12,4.5,2,1
0,3,14,14,12,3,1
2,3,21,14,4.5,3,1
1,2,17,19,4.5,2,0
2,3,17,11,12,3,1
3,2,17,15,4.25,2,1
1,3,19,11,12,5,1
2,3,14,14,12,6,1
2,3,17,13,12,5,1
3,3,17,13,12,3,1
2,2,17,10,12,9,1
2,2,16,16,12,3,0
1,3,17,12,12,3,0
3,2,16,17,12,2,1
2,3,17,10,4.5,11,1
2,3,14,13,4.25,3,1
0,3,17,9,12,7,0
1,3,18,9,12,7,0
1,3,15,14,12,5,1
0,3,17,18,4.5,6,0
3,2,17,23,12,2,1
2,3,15,14,12,3,1
3,2,20,13,4.5,2,1
3,2,21,9,4.5,4,1
3,2,15,17,12,2,1
2,3,21,15,4.5,3,1
1,3,15,14,12,3,1
2,3,20,14,4.5,3,1
1,3,13,17,4.25,3,0
3,2,18,14,4.5,2,1
3,3,16,14,4.5,7,1
1,3,18,15,4.5,3,0
2,2,14,17,12,5,1
1,1,16,14,4.5,1,0
3,3,21,14,4.5,3,1
4,2,15,17,12,2,1
1,3,15,13,12,3,0
2,2,14,14,12,2,0
1,1,17,19,12,3,1
1,1,18,15,12,4,0
2,3,23,14,4.5,3,1
2,2,15,12,12,2,1
2,1,23,11,4.5,1,1
0,3,15,19,4.5,3,1
2,3,15,19,12,3,1
1,3,17,19,12,3,0
2,2,14,12,12,5,1
1,3,14,19,12,3,1
2,3,16,14,4.5,6,1
2,2,22,13,12,3,0
0,2,13,15,12,3,0
4,1,16,15,4.5,1,1
2,3,13,17,4.5,6,1
2,3,18,14,4.5,3,1
2,3,17,14,12,4,1
3,3,15,15,4.5,7,1
3,1,22,13,4.25,3,0
2,3,13,22,12,3,1
2,3,11,22,12,8,1
1,1,11,10,4.5,1,0
2,2,10,9,12,2,0
0,4,12,26,12,4,0
2,3,17,14,4.25,3,1
2,3,16,14,12,7,1
1,1,15,14,12,1,0
2,3,14,16,12,10,1
1,2,12,11,12,2,0
4,1,23,10,12,6,1
4,2,23,10,12,2,1
2,3,18,14,4.5,3,1
3,2,17,15,4.5,3,1
2,3,15,15,4.5,8,1
0,3,14,15,12,8,1
2,3,14,20,4.5,6,1
3,1,26,12,4.25,3,0
3,3,10,26,12,3,1
2,2,8,10,12,4,0
2,3,16,14,4.5,7,1
2,3,13,18,4.25,7,1
1,3,10,22,4.25,7,1
2,2,29,10,12,4,0
2,3,11,30,4.5,3,1
3,1,33,9,12,2,0
0,4,10,31,4.5,4,0
2,3,18,14,4.5,3,1
2,3,17,14,12,4,1
3,2,18,15,4.25,2,1
2,2,15,14,12,10,1
4,1,24,14,4.25,1,1
1,2,24,10,4.25,2,0
3,2,15,24,12,2,1
2,2,13,8,12,4,0
0,4,9,22,4.5,4,0
0,4,17,22,12,4,0
2,3,16,14,4.5,7,1
